Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Pembuatan Aplikasi Lelang Berbasis Android	"Lelang merupakan proses jual beli kepada peserta lelang, dimana peserta lelang akan melakukan penawaran dan akan terjual kepada penawar dengan harga yang paling tinggi. Saat ini untuk melakukan lelang secara online, dapat dilakukan melalui media sosial. Berdasarkan survei yang dilakukan pada CV Toro Developer, masih terdapat orang yang melakukan transaksi lelang melalui Whatsapp. Hal ini dinilai kurang efisien, dimana admin dalam grup Whatsapp, harus memperhatikan harga tawaran yang dimasukkan oleh peserta lelang. Dengan demikian, pada penelitian ini akan dibuatkan aplikasi agar kegiatan transaksi lelang dapat dilakukan tanpa bantuan admin.
Pada penelitian ini akan berfokus pada pengembangan aplikasi lelang untuk mempermudah kegiatan transaksi lelang dengan fitur chat, autobid, deposit, fitur bid yang dapat ditampilkan secara real time, dan fitur notifikasi. Hasil dari pengujian menunjukkan bahwa aplikasi dapat melakukan proses lelang dengan baik dari awal pembuatan sampai transaksi selesai. Serta, fitur lainnya dapat berjalan dengan baik"	Journal	2022	
	Sistem Mobile Application, Tracking Lokasi dan Estimasi Perjalanan Untuk Aplikasi Shuttle Bus Uk Petra Menggunakan Flutter dan Google Maps	Universitas Kristen Petra (UK Petra) adalah kampus yang telah berkembang pesat menjadi salah satu universitas yang ternama di Indonesia dengan memiliki ribuan mahasiswa dari dalam negeri maupun luar negeri yang pada saat ini lokasinya terletak di Jalan Siwalankerto, tepatnya di nomor 121-131, Surabaya. Universitas Kristen Petra berencana mengadakan Shuttle Bus dengan rute Surabaya barat–Universitas Kristen Petra untuk memfasilitasi banyaknya mahasiswa dari Surabaya barat untuk mencapai UK Petra dan sebaliknya.	Journal	2022	Flutter, Shuttle Bus, Reservasi, Mobile Application, Tracking Lokasi
	Klasifikasi Benda Organik dan Anorganik Dengan Metode YOLOv3 dan ResNet50	Masih banyak masyarakat yang membuang sampah tidak pada tempatnya. Salah satu penyebabnya adalah masih banyak masyarakat Indonesia yang masih susah dalam memilah benda organik dan anorganik Oleh karena itu pengenalan akan benda organik dan anorganik sangatlah penting dan diperlukan sesuatu yang mampu membantu dalam pemilahan benda organik dan anorganik. Dengan mengetahui perbedaan benda organik dan anorganik, masyarakat dapat memilah sampah organik dan anorganik	Journal	2022	Organik, Anorganik, YOLOv3, Convolutional Neural Network, ResNet50, Klasifikasi Objek
	Penerapan metode hand gesture recognition dalam melakukan kontrol terhadap aplikasi powerpoint dan media player untuk kebutuhan online conference	"Semenjak pandemi COVID-19 yang berkepanjangan, sebagian besar aktivitas manusia digantikan dengan konsep virtual meeting. Konsep tersebut dibantu dengan penggunaan platform konferensi hybrid. Akibatnya, timbul kebutuhan-kebutuhan baru diantara masyarakat. Model pembelajaran pembelajaran hybrid atau pembelajaran campuran merupakan gabungan dari pembelajaran secara tatap muka dengan e-learning. Metode pembelajaran ini menurunkan performa mengajar akibat jarak gerak yang dibatasi. Dengan demikian, pengenalan gerakan tangan dapat dijadikan solusi untuk mengatasi masalah tersebut. Penelitian ini bertujuan untuk melakukan pemodelan sistem gesture recognition dengan penggabungan pengenalan statis dan dinamis.
Metode yang dimanfaatkan dalam penelitian ini adalah RT3D_16F berbasis CNN yang digunakan sebagai prediksi gerakan dinamis serta pipeline Mediapipe hand yang digunakan sebagai prediksi gerakan statis. Dataset yang digunakan terdiri atas 27 label gerakan (termasuk 2 label gerakan yang seharusnya tidak dikenali sebagai gerakan tertentu)"	Journal	2022	
	Penerapan 3D human pose estimation indoor area untuk motion capture dengan menggunakan YOLOv4-Tiny, EfficientNet simple baseline, dan VideoPose3D	Human pose estimation merupakan topik penelitian yang bertujuan untuk mengestimasi letak masing-masing sendi yang akan dihubungkan sehingga membentuk kerangka manusia yang diambil dari gambar dan video. Pengembangann topik ini dapat diaplikasikan menjadi deteksi aktivitas manusia, pelacakan manusia, dan dunia hiburan seperti motion capture animasi dan perfilman. Namun topik ini juga memiliki tantangan: salah satunya bentuk tubuh yang beragam termasuk dengan pakaian, dan lingkungan	Journal	2022	
	Adaptive Sparse Transformer untuk Meningkatkan ROUGE-1 Score pada Text Summarization Scientific Paper	Technology advancement and internet causes lots of information that can be accessed at any time. Journal article is one of such many information that’s available that requires time to read thereof in need of automatic summary. Automatic Text Summarization (ATS) basically a process of making a new text that’s smaller than the original text without removing the meanings from the entire input text. The process of making automatic text summarization can be done in extractive and abstractive way. A summary that was made by an extractive method only able to generate a summary with a word that’s included in the original text, whereas summary that was made by an abstractive method can generate a summary that include word that does not exist in the original text. In the previous research in abstractive summarization is found is not optimal thereof need an improvement. The method used in this research is an abstractive summarization with Adaptive Sparse Transformer. Things that will be done in this research are scraping dataset arxiv machine learning, making the dataset, processing the data and trials on hyperparameter configuration in the model to see ROUGE-1 precision performance. The dataset used is Arxiv Scientific Paper dataset and Arxiv Scientific Paper+ Machine Learning dataset. The results of this research showed that the method used capable to compete with state of the art methods with average R-1 precision score of 39.4 for Arxiv Scientific Paper+ MachineLearning and 42.5 for Arxiv Scientific Paper.	Journal	2022	peringkasan kalimat, deep learning, transformer, encoder, decoder
	Deteksi Plagiarisme pada Kode Bahasa Pemrograman Java menggunakan XGBoost	"Dengan adanya kemudahan akses informasi dan teknologi cloud server memudahkan siapa saja untuk mengakses data code. Ditambah lagi dengan zaman industri 4.0 sehingga jumlah mahasiswa informatika yang semakin banyak. Hal tersebut membuat tindakan plagirisme code khususnya di lingkungan akademis semakin mudah dilakukan. Faktanya, proses pengecekan plagiarisme source code secara manual merupakan tugas yang repetitif, sulit, dan memerlukan waktu yang lama. Dengan demikian, otomasi untuk deteksi plagiarisme source code yang memiliki kualitas tinggi sangat dibutuhkan.
Dataset yang digunakan untuk penelitian ini dikumpulkan dari kelas Dasar Pemrograman Universitas Kristen Petra. Setelah itu kode akan melewati tahapan preprocessing tokenisasi menggunakan grammar Java. Lalu, algoritma akan menghitung pairwise features dengan menggunakan 3 algoritma utama, yaitu levenshtein distance, greedy string tiling, dan bigram yang akan menghasilkan 12 features dan kumpulan feature statistik. Di langkah akhir, features akan digunakan untuk proses training maupun inference pada model XGBoost."	Journal	2022	
	Form Evaluasi Online Mata Kuliah Pra Skripsi Dan Skripsi Berbasis Android	Dalam rangka mendukung visi “Green Campus” yang diterapkan oleh Universitas Kristen Petra Surabaya serta untuk mengakomodasi kepentingan evaluasi pada mata kuliah di kurikulum baru yaitu pra skripsi dan skripsi. Pada tahap evaluasi mata kuliah tersebut melibatkan banyak pihak, sehingga untuk mendigitalisasi semua dokumen serta mempermudah kordinasi maka diperlukan sebuah aplikasi untuk membantu proses entry dan menghasilkan laporan–laporan yang dibutuhkan. Selama ini proses evaluasi yang telah terjadi cukup panjang dan memakan banyak waktu yaitu saat evaluasi Pra Skripsi hingga Skripsi. Serta melihat juga mahasiswa Petra yang semakin banyak setiap tahun nya maka pihak dosen koordinasi maupun pembimbing pada Pra Skripsi dan Skripsi akan semakin kerepotan dalam penanganan evaluasi tersebut. Maka dari itu Skripsi ini membuat “Form Evaluasi Online mata kuliah Pra skripsi dan Skripsi Berbasis Android” yaitu aplikasi pada smartphone berbasis Android yang bertujuan untuk memudahkan pihak dosen koordinasi dan dosen pembimbing dalam evaluasi mata kuliah tersebut. Dengan dibuatnya aplikasi ini maka pihak dosen akan dipermudah mengisi nilai dan evaluasi laporan Pra skripsi dan Skripsi tanpa memakan banyak waktu, serta data yang dibuat dapat lebih akurat dan cepat. Sehingga penyampaian nilai kepada mahasiswa pun menjadi lebih singkat.	Journal	2022	Evaluasi Online, Aplikasi, Praskripsi, Skripsi
	Penerapan SVM untuk Klasifikasi Sentimen pada Review Comment Berbahasa Indonesia di Online Shop	"Dengan banyaknya kebutuhan manusia muncul inovasi yang memungkinkan pengguna dapat mengakses toko secara online, dan komentar merupakan aspek penting saat berbelanja di toko online. Pembeli dapat memberikan komentar mengenai barang yang telah dibeli, baik negative comment maupun positive comment. Dengan mengumpulkan berbagai macam komentar, data tersebut dapat digunakan untuk mengklasifikasikan komentar.
Penelitian ini akan menggunakan algoritma Support Vector Machine (SVM) yang dianggap sebagai metode yang tepat untuk text classification. Metode tersebut akan diuji kinerjanya, dilihat dari seberapa akurat metode yang digunakan dalam mengklasifikasikan komentar. Selain itu penelitian ini juga menggunakan kernel yaitu kernel Linear, kernel Radial Basis Function (RBF), dan kernel Polynomial sebagai skenario pengujian."	Journal	2022	
	Sistem Backend dari Aplikasi Mobile dan Website untuk Sistem Registrasi, Reservasi, dan Identifikasi Penumpang Shuttle Bus UK Petra	"Pada Semester Genap 2021/2022, UK Petra menjalankan shuttle bus yang digunakan eksklusif oleh civitas akademika UK Petra. Bus ini beroperasi mengantar-jemput penumpang dari Surabaya bagian barat menuju UK Petra dan sebaliknya. Civitas akademika UK Petra yang berdomisili di Surabaya Barat jauh melebihi kuota penumpang shuttle bus.
Untuk menyelesaikan permasalahan-permasalahan yang ada, diperlukan sistem registrasi, reservasi dan identifikasi penumpang shuttle bus UK Petra. Sistem registrasi dibuat untuk otentikasi penumpang shuttle bus, sistem reservasi dibuat untuk mengatur penumpang agar tidak berebut kuota penumpang, dan sistem identifikasi juga dibuat untuk memastikan bahwa penumpang adalah civitas akademika yang sudah reservasi sebelumnya"	Journal	2022	Sistem registrasi, Sistem reservasi, Sistem identifikasi, QR Code
	Aplikasi Penerjemah Kegiatan Seminar Menjadi Video Bahasa Isyarat BISINDO Dengan Speech To Text	Informasi disaat ini merupakan hal yang sangat dibutuhkan untuk menambah wawasan kita. Tetapi, penyampaian tersebut dapat terhalang beberapa kondisi seperti ketidakmampuan mendengar masyarakat tunarungu. Berdasarkan data dari Pusat Data dan Informasi Kementerian Kesehatan Republik Indonesia pada tahun 2019, 7.09% dari penduduk Indonesia adalah penderita tunarungu. Selain itu penyampaian informasi di seminar dapat terhalang oleh adanya noise suara dan peserta yang duduknya jauh dari pembicara akan kesulitan mendengar suara pembicara.	Journal	2022	Kotlin, Bahasa Isyarat, BISINDO, Mobile Application, Seminar, Speech-To-Text
	Pewarnaan Otomatis Sketsa Gambar Menggunakan Metode Conditional GAN Untuk Mempercepat Proses Pewarnaan	Anime is a Japanese animation that consists of many frames of images. Images that used to make an anime can be made using hand-drawn or using digital-drawn. It takes a lot of time to make an anime. In making anime for 1 second, it needs a total of 24 frames, this is why it takes a lot of time to make anime and also takes a lot of money. Each image also needs to be colored, this is also why making anime takes so much time. The method used in this research is GAN (Generative Adversarial Network) or should we call C-GAN (Conditional Generative Adversarial Network) to make coloring anime sketches easier. Dataset that is used in this research is a pair of sketch images and sketch images that have already been colored.	Journal	2022	GAN, Generative Adversarial Network, Auto coloring, Conditional-GAN
	Pelatihan pembuatan abon pepaya untuk meningkatkan pendapatan keluarga	Beragam tanaman yang tumbuh subur, selain memberikan keindahan juga bermanfaat sebagai bahan pangan. Salah satu jenis tanaman yang banyak dijumpai dan harganya terjangkau adalah pepaya. Pemanfaatan pepanya dapat beraneka ragam, sesuai dengan kebutuhan. Salah satu wujud kepedulian kampus pada masyarakat adalah melaksananakan kegiatan pengabdian. Pengabdian diselenggarakan di Talang Ubi, Kelurahan Pulokerto. Kegiatan yang diselenggarakan berupa pelatihan pembuatan abon pepaya. Abon pepaya ini dapat dimanfaatkan oleh ibu-ibu rumah tangga untuk menambah pendapatan keluarga. Kegiatan pengabdian berupa ceramah, presentasi dan praktek membuat abon pepaya. Pelaksanaan Pengabdian memberikan manfaat yaitu (1) Minat dan keinginan menanam buah papaya;(2) Meningkatkan kreatifitas mengolah buah pepaya menjadi abon;(3) Sebagai alternatif untuk menambah pendapatan keluarga. Dampak (impact) dari kegiatan ini adalah menambah pengetahuan dan wawasan bagi ibu rumah tangga untuk memanfaatkan pekarangan rumah dengan menanam pepaya. Pengolahan pepaya menjadi abon merupakan nilai tambah bagi pepaya. Abon pepaya dikemas dan dapat dijual untuk menambah pendapatan keluarga.	Journal	2022	 Pelatihan, Abon, Pepaya, Pendapatan Keluarga
	Ringkasan Ekstraktif Otomatis pada Berita Berbahasa Indonesia Menggunakan Metode BERT	Pada era yang semakin modern, informasi menjadi bagian yang penting dalam kehidupan sehari-hari. Dalam mendapatkan informasi terdapat beberapa hal yang dapat dilakukan dimana salah satunya adalah dengan membaca. Dengan semakin banyaknya informasi yang tersedia di internet membuat manusia kerepotan untuk terus mengikuti perkembangannya. Selain itu, berita online juga merupakan salah satu sumber informasi yang ada di internet dengan jumlah yang sangat banyak serta topik yang beragam. Membaca keseluruhan informasi tersebut juga terkadang memerlukan waktu yang lama. Oleh karena itulah, diperlukan suatu pembuatan ringkasan dari informasi berita yang tersedia secara online untuk mengurangi waktu baca dan mendapatkan informasi yang relevan.	Journal	2022	 Text Summarization, Online News, Bidirectional Encoder Representations from Transformers.
	Aplikasi Rekomendasi Resep Menu Meal Plan Berdasarkan TDEE dan Zat Gizi Makro Pengguna Berbasis Web Dengan Pendekatan MCDA Dan EgoSimilar+	Kesadaran masyarakat di Indonesia akan pentingnya gaya hidup sehat semakin tinggi dewasa ini. Memiliki badan yang sehat dan ideal menjadi dambaan masyarakat di Indonesia. Salah satu cara untuk mencapai badan yang sehat dan ideal adalah dengan mengontrol asupan kalori, karbohidrat, protein dan lemak dalam makanan yang dikonsumsi (TDEE dan zat gizi makro). Setiap orang memiliki kebutuhan TDEE dan zat gizi makro berbeda-beda. Untuk memenuhi kebutuhan makro yang sesuai dengan TDEE kalori harian sulit dilakukan jika kurang memahami bagaimana menyusun menu makanan dalam sehari. TDEE dan zat gizi makro tidak boleh kurang dan tidak boleh berlebih, sedangkan komposisi setiap makro memiliki nilai kalori yang berbeda untuk setiap unit gramnya dalam setiap bahan pangan.	Journal	2022	Rekomendasi, kalori, makro, AHPSort, EgoSimilar+
	Meningkatkan Kesulitan Serangan Enemy Dengan Menambahkan Influence Map Pada Metode A* Pada Procedural Generated Tower Defense Game	Pada tower defense game, jika map dan penyerangan enemy tidak berubah maka strategi yang digunakan player akan tetap sama, hal ini membuat game tersebut memiliki replay value yang rendah dan membuat player berhenti memainkan game tersebut. Tower defense game yang sudah ada telah menggunakan procedural generation untuk membuat level yang berbeda pada setiap dimainkan, tetapi masih terdapat kekurangan dimana map terlihat polos dan memiliki pola yang sama setiap dimainkan, selain itu penyerangan enemy menggunakan A* memiliki pola yang simple dan tidak dapat mencari jalur yang menguntungkan untuk enemy sehingga enemy mudah dikalahkan dan game menjadi kurang menarik. Untuk mengatasi masalah tersebut digunakan perlin noise pada procedural generation agar map yang dibuat tidak terlihat polos dan tidak memiliki pola yang sama pada setiap dimainkan, selain itu digunakannya A* dengan ditambahkan dengan influence map pada penyerangan enemy agar penyerangan enemy dapat menjadi lebih menantang dan menarik untuk pemain.	Journal	2022	Procedural Content Generation, Perlin Noise, Influence Map, Pathfinding, A*
	Penerapan Segmentasi Warna Menggunakan K-Means Clustering untuk Pemilihan Template dalam Pembuatan Konten	"Kemudahan berbelanja secara daring mengakibatkan berkembangnya tren bisnis online sehingga konten dan konsistensi publikasi menjadi sangat penting untuk menarik perhatian pembeli. Pemilihan warna merupakan proses yang penting dalam pembuatan konten. Akan tetapi, tidak semua orang memiliki kemampuan memilih warna yang tepat, membuat konten yang menarik, serta waktu untuk membuat konten dan mengatur publikasinya. Penelitian Li menggunakan Generative Adversial Networks untuk membantu penataan layout elemen-elemen sebuah desain. Tetapi elemen-elemen tersebut tidak disediakan aplikasi sehingga user masih perlu mendesainnya sendiri. Untuk menjawab permasalahan tersebut, dikembangkan aplikasi pembuatan konten.
Pemilihan template dibantu dengan K-Means Clustering yang digunakan untuk mendapatkan warna paling dominan dari sebuah gambar dan Euclidean Distance meneruskan proses perhitungan jarak warna terdekat dari gambar user dengan berbagai desain template tersedia. Adanya fitur tambahan Scheduled Post menjawab masalah keterbatasan waktu untuk publikasi konten."	Journal	2022	k-means clustering, konten, UI/UX, graphic design
	Pelatihan Laporan Keuangan dalam Menunjang UMK yang Bankable	Kemajuan perekonomian tidak lepas dengan adanya sektor perbankan yang ikut dalam memajukan sektor-sektor perekonomian terutama dalam hal sektor ekonomi. Munculnya covid 19 sangat membawa pengaruh terhadap para pelaku usaha Usaha Mikro dan Kecil (UMK) di Indonesia, terutama di Kota Palembang sehingga menurunnya profit UMK dan modal UMK yang terus berkurang. Usaha UMK dapat tetap berkembang dan maju dapat dilakukan dengan membuat usaha yang dimiliki oleh masyarakat bankable dengan tujuan agar perbankan dapat membantu atas majunya usaha masyarakat. Pelaku UMK memiiki kendala terkait laporan keuangan karena masyarakat banyak yang belum memahami tata kelola laporan keuangan secara baik. Laporan keuangan sangat penting dalam meningkatkan kemajuan usaha para pelaku UMK, dengan membuat laporan keuangan usaha masyarakat lebih tersusun dan bisa menjadi bankable untuk mengajukan pinjaman ke bank atau lembaga keuangan lainnya. Model kegiatan pengabdian dilakukan dengan metode pembinaan keterampilan melalui pelatihan. Hasil kegiatan yang dilakukan ialah peserta telah memahami materi mengenai laporan keuangan, diharapkan juga peserta mampu mengaplikasikan untuk membuat laporan keuangan dalam menunjang usaha pelaku UMK.	Journal	2021	 UMK, Covid 19, Laporan Keuangan
	PENGARUH BEBAN KERJA, KOMPETENSI SERTA KOMPENSASI TERHADAP PRESTASI KERJA KARYAWAN HOTEL EXCELTON PALEMBANG	This study aims to determine the Effect of Workload, Competence and Compensation on Employee Performance at Excelton Hotel Palembang. The data used in this study are primary and secondary data, with data collection techniques carried out through questionnaire distribution to 68 employees of the Excelton Hotel Palembang. The analysis technique used is multiple linear analysis techniques that are processed using the help of the computer program Statistics Product and Service Soulution (SPSS 22). From the results of the study there is a positive and significant influence of Workload, Competence and Compensation on Employee Performance at the Excelton Hotel Palembang, which is indicated by the Regression model= 38.016+ 0.850 X1+ 0.427 X2+ 0.657 X3+ e. Simultaneous correlation between the Work Load independent variable (X1), Competency independent variable (X2), Compensation independent variable (X3) to Work Performance dependent variable (Y) equals 0.724 means that there is a strong and positive directional relationship. Partial correlation of Workload (X1) to Work Achievement (Y) equals 0.562 means that there is a fairly strong and positive relationship in the same direction, partial correlation of Competence (X2) to Work Achievement (Y) equals 0.581 means that there is a strong enough relationship and positive direction, partial correlation Compensation (X3) to Job Performance (Y) equals 0.613 means that there is a strong and positive directional relationship	Journal	2021	
